custid,AreaCode,age,gender,kids,education,income,dataplan,basebill,bill,mins,calls,long,numphones,numother,consecmonths,datause,dataperc,undercontract,Manufacturer,Model,Version,OS,Patch,Mem,Storage,Touchscreen,Color,KPI_DeviceSat,KPI_NetworkQual,servcalls,drops,dropperc,CompPromo60,churn
203343,417,44,F,1,8,52.5,6144,104.55,117.8,512,46,34,2,0,28,165,0.02685546875,N,Samsung,Galaxy,Gen2,KitKat,S1,8GB,Y,Y,gold,0.0106354204692406,0.20612906399999997,0,10,0.01953125,NoPromo,N
537215,812,35,F,3,9,61.7,2048,52.02,59.96,652,64,35,1,0,26,798,0.3896484375,N,Apple,iPhone3G,Gen6,iOS6,S6,8GB,N,Y,green,0.018667988723056,0.659160634,0,12,0.0184049079754601,NoPromo,N
371572,419,44,M,0,6,59.8,2048,67.45,79.18,602,77,59,1,0,36,709,0.34619140625,N,Apple,iPhone5,Gen1,iOS3,S2,64GB,Y,Y,black,0.0226729900732648,0.82300172,0,7,0.0116279069767442,Promo,N
202394,618,51,F,0,10,60.7,6144,87.53,98.93,606,73,31,2,0,28,1053,0.17138671875,N,HTC,OneMini,Gen1,IceCreamSandwich,S2,32GB,Y,Y,black,0.015952673966473,0.713182599,0,10,0.0165016501650165,NoPromo,N
112081,606,54,F,0,6,78.3,2048,92.17,105.02,712,76,37,1,0,29,1222,0.5966796875,N,Apple,iPhone4,Gen4,iOS5,S5,32GB,Y,Y,red,0.0154735867248854,0.280732339,0,9,0.0126404494382022,Promo,N
24880,586,37,M,1,8,117.8,4096,113.14,116.14,717,95,58,1,0,27,2,0.00048828125,N,Apple,iPhone3G,Gen8,iOS6,S8,32GB,N,Y,black,0.0178927467551888,0.752654679,0,11,0.0153417015341702,NoPromo,N
411331,605,43,M,3,12,73.6,4096,89.21,100.49,460,63,25,1,0,34,783,0.191162109375,N,Samsung,Galaxy,Gen1,KitKat,S1,16GB,Y,Y,white,0.0112104189289612,0.71239533,0,15,0.0326086956521739,NoPromo,Y
430756,785,32,F,1,10,91.6,4096,82.68,95.92,470,95,24,1,0,14,851,0.207763671875,Y,Motorola,DroidMini,Gen3,JellyBean,S5,8GB,N,Y,silver,0.0199010994243675,0.6499631539999999,0,9,0.0191489361702128,Promo,N
456188,606,25,F,1,9,68.0,6144,87.48,92.3,604,90,30,1,1,31,1169,0.190266927083333,N,Motorola,RazrM,Gen2,KitKat,S3,8GB,Y,Y,black,0.0143699963003347,0.280732339,0,8,0.0132450331125828,Promo,N
615036,519,26,M,2,12,70.0,2048,122.17,136.41,509,93,28,1,0,24,891,0.43505859375,N,Motorola,RazrM,Gen1,KitKat,S1,16GB,Y,Y,green,0.0191699099727319,0.856387665,0,7,0.0137524557956778,Promo,N
757757,513,41,F,2,6,83.3,2048,69.73,82.7,429,77,28,1,0,23,259,0.12646484375,Y,Apple,iPhone3G,Gen6,iOS6,S2,8GB,N,Y,gold,0.020785371821525,0.548771407,0,9,0.020979020979021,Promo,N
553158,623,23,F,2,10,79.1,4096,66.77,70.92,436,52,24,1,1,17,423,0.103271484375,Y,Apple,iPhone4s,Gen8,iOS4,S2,8GB,N,Y,gold,0.0230077640275206,0.666347695,0,9,0.0206422018348624,NoPromo,N
716682,402,44,F,0,6,52.9,2048,67.64,76.2,496,80,35,1,0,34,1199,0.58544921875,N,Apple,iPhone4s,Gen1,iOS4,S1,8GB,N,Y,silver,0.0207578722503504,0.6793432159999999,0,9,0.0181451612903226,NoPromo,N
103046,724,24,M,0,4,62.0,2048,102.71,115.43,575,33,33,2,0,32,291,0.14208984375,N,HTC,Desire500,Gen2,Bada,S4,32GB,Y,Y,silver,0.0116539852714837,0.787542904,0,7,0.0121739130434783,NoPromo,N
6564,347,30,F,3,9,60.8,2048,88.96,103.78,512,38,26,2,0,27,856,0.41796875,N,Samsung,GalaxyS3,Gen1,Gingerbread,S1,16GB,N,Y,gold,0.010366813989661999,0.771366181,0,10,0.01953125,Promo,N
718908,857,63,M,0,9,46.4,4096,77.51,85.15,428,65,22,1,0,33,331,0.080810546875,N,Samsung,GalaxyS3,Gen1,Gingerbread,S2,16GB,Y,Y,black,0.012373051935335,0.76732243,0,10,0.0233644859813084,NoPromo,N
59470,603,50,F,2,9,79.6,2048,129.18,150.01,341,102,17,2,0,24,397,0.19384765625,N,Motorola,RazrM,Gen4,KitKat,S1,8GB,N,Y,red,0.0152996451381171,0.6762420640000001,0,9,0.0263929618768328,NoPromo,N
677556,623,34,F,2,12,27.8,6144,76.61,93.57,275,68,25,1,0,26,600,0.09765625,N,Apple,iPhone4,Gen1,iOS5,S1,16GB,N,Y,white,0.0194445391423207,0.666347695,0,10,0.0363636363636364,NoPromo,N
186607,707,45,F,0,9,69.9,2048,136.72,144.78,608,89,32,1,0,31,78,0.0380859375,N,Apple,iPhone5,Gen7,iOS3,S1,8GB,N,Y,red,0.0207941305721991,0.480935685,0,7,0.0115131578947368,NoPromo,N
323017,312,46,M,1,5,65.0,6144,86.97,94.27,479,56,24,2,0,28,1758,0.2861328125,N,HTC,Butterfly,Gen1,JellyBean,S2,16GB,Y,Y,white,0.015116765148321998,0.55568636,0,9,0.0187891440501044,Promo,N
884636,417,48,M,0,8,61.7,6144,119.08,136.29,766,91,40,1,0,28,222,0.0361328125,N,Apple,iPhone5,Gen1,iOS3,S4,64GB,N,Y,black,0.0221444549869362,0.20612906399999997,0,11,0.0143603133159269,NoPromo,N
33657,519,63,F,2,9,80.4,2048,52.34,56.51,397,73,21,1,0,23,1371,0.66943359375,Y,Samsung,Galaxy,Gen6,KitKat,S1,16GB,N,Y,green,0.00857892594214024,0.856387665,0,12,0.0302267002518892,Promo,N
410381,636,46,F,0,8,70.3,2048,132.98,144.53,367,62,20,2,0,21,104,0.05078125,Y,Motorola,RazrM,Gen7,KitKat,S1,32GB,Y,Y,red,0.0192263956986295,0.180675803,0,8,0.0217983651226158,NoPromo,N
481210,504,36,F,1,11,95.6,6144,92.83,104.2,393,30,19,1,0,40,458,0.0745442708333333,N,Apple,iPhone4s,Gen1,iOS4,S1,8GB,Y,Y,silver,0.0227502519923783,0.707910246,0,9,0.0229007633587786,NoPromo,Y
894609,602,46,F,0,10,55.1,6144,145.95,151.78,422,67,24,1,0,24,1062,0.1728515625,N,Motorola,MotoG,Gen2,Gingerbread,S1,32GB,N,Y,white,0.0133028603021261,0.83990507,0,9,0.0213270142180095,NoPromo,N
498631,302,37,M,0,12,66.0,2048,83.62,99.03,341,52,18,1,0,29,832,0.40625,N,Samsung,GalaxyS0,Gen3,JellyBean,S7,16GB,N,Y,white,0.0127129396497527,0.736806298,0,8,0.0234604105571848,Promo,N
968590,323,40,M,2,10,74.8,2048,102.25,111.71,571,56,32,2,0,28,1438,0.7021484375,N,Apple,iPhone5,Gen6,iOS3,S9,16GB,N,Y,gold,0.0143965896775372,0.49377522799999995,0,9,0.0157618213660245,Promo,N
261225,412,35,F,1,9,41.4,2048,119.65,127.72,561,38,34,1,0,30,537,0.26220703125,N,Apple,iPhone4,Gen1,iOS5,S4,32GB,Y,Y,white,0.0212206155002738,0.7467135090000001,0,12,0.0213903743315508,Promo,N
669373,316,39,M,1,9,38.0,6144,87.39,103.73,473,56,30,1,0,19,529,0.0861002604166667,Y,Apple,iPhone3G,Gen2,iOS6,S7,8GB,Y,Y,gold,0.0191519103053688,0.710411481,0,8,0.0169133192389006,NoPromo,N
786355,613,49,M,2,11,64.0,4096,108.9,124.45,423,46,26,2,0,25,0,0.0,N,Samsung,GalaxyS4,Gen1,Froyo,S6,16GB,Y,Y,white,0.00950169799690383,0.716983294,0,8,0.0189125295508274,NoPromo,N
383787,254,52,M,0,12,61.3,2048,104.36,113.7,572,46,30,1,0,26,1849,0.90283203125,N,Motorola,RazrM,Gen8,KitKat,S9,8GB,N,Y,black,0.014830917953302,0.595898673,0,7,0.0122377622377622,NoPromo,N
609886,618,21,F,1,7,90.6,2048,59.68,73.34,596,84,30,1,0,40,1888,0.921875,N,Apple,iPhone5s,Gen3,iOS2,S7,64GB,Y,Y,white,0.0243334886865249,0.713182599,0,10,0.0167785234899329,NoPromo,N
392407,612,44,F,2,10,97.5,2048,132.12,145.45,462,52,25,2,0,16,0,0.0,Y,Apple,iPhone3G,Gen1,iOS6,S1,64GB,N,Y,black,0.0205655218800349,0.7603546409999999,0,11,0.0238095238095238,NoPromo,N
725075,402,33,F,1,11,79.3,4096,113.22,131.23,593,46,30,2,0,32,1108,0.2705078125,N,Apple,iPhone3G,Gen2,iOS6,S6,16GB,N,Y,white,0.0169935197194869,0.6793432159999999,0,7,0.0118043844856661,NoPromo,N
323510,574,36,F,1,6,70.0,4096,79.9,86.16,569,78,29,2,0,24,927,0.226318359375,N,Apple,iPhone4,Gen1,iOS5,S5,16GB,N,N,black,0.0222373200055235,0.57554101,0,9,0.015817223198594,Promo,N
196321,417,45,M,0,6,97.5,4096,80.79,89.27,360,114,18,1,0,21,317,0.077392578125,Y,Apple,iPhone4,Gen2,iOS5,S4,64GB,Y,Y,black,0.019198703806124002,0.20612906399999997,0,9,0.025,NoPromo,N
494043,706,51,F,3,9,39.4,6144,61.42,66.08,571,74,30,1,0,36,964,0.156901041666667,N,Apple,iPhone3G,Gen2,iOS6,S4,16GB,Y,Y,silver,0.0200243800936426,0.630777366,0,9,0.0157618213660245,NoPromo,N
730805,865,34,M,1,10,48.4,6144,66.06,74.76,618,63,35,1,0,24,1156,0.188151041666667,N,Apple,iPhone3G,Gen1,iOS6,S3,8GB,Y,Y,white,0.0212251091577993,0.52729759,0,7,0.0113268608414239,NoPromo,N
35007,313,53,M,2,10,49.3,2048,58.8,70.6,408,69,21,1,0,24,0,0.0,N,Motorola,RazrM,Gen6,KitKat,S2,32GB,N,Y,green,0.0179241926768351,0.467185722,0,9,0.0220588235294118,NoPromo,N
189836,732,34,F,1,8,35.8,4096,130.1,135.2,478,51,24,1,0,18,1379,0.336669921875,Y,Motorola,DroidMini,Gen1,JellyBean,S5,32GB,Y,N,red,0.0200870365118237,0.480705402,0,7,0.0146443514644351,NoPromo,N
168105,319,40,F,2,13,56.2,6144,58.53,69.15,445,76,32,1,1,14,884,0.143880208333333,Y,Apple,iPhone4s,Gen1,iOS4,S1,8GB,Y,Y,silver,0.0218733746419251,0.701120968,0,10,0.0224719101123595,NoPromo,N
564566,812,37,M,1,12,52.8,4096,97.91,111.36,576,61,36,1,0,26,1193,0.291259765625,N,HTC,OneMini,Gen1,IceCreamSandwich,S2,64GB,N,Y,red,0.0150894332576038,0.659160634,0,13,0.0225694444444444,NoPromo,N
362621,203,37,M,0,10,75.0,6144,108.43,126.39,583,46,30,1,0,26,714,0.1162109375,N,HTC,OneMini,Gen8,IceCreamSandwich,S1,32GB,N,Y,red,0.0115763824542377,0.47733741799999996,0,12,0.0205831903945112,NoPromo,N
292489,309,58,M,1,11,88.7,2048,123.05,134.61,600,81,30,1,0,29,1361,0.66455078125,N,Apple,iPhone3G,Gen2,iOS6,S4,16GB,Y,Y,white,0.0214587612266032,0.494816793,0,11,0.0183333333333333,Promo,N
381200,732,23,M,1,12,60.5,4096,141.44,146.87,377,70,23,1,0,17,1228,0.2998046875,Y,Apple,iPhone4s,Gen6,iOS4,S1,8GB,Y,Y,green,0.0199266085630416,0.480705402,0,10,0.026525198938992,NoPromo,N
726555,804,32,F,2,10,82.4,6144,99.77,109.22,364,61,25,2,0,41,1260,0.205078125,N,Apple,iPhone4,Gen2,iOS5,S3,32GB,Y,Y,green,0.0172702546528884,0.578274481,0,9,0.0247252747252747,NoPromo,N
646941,417,53,F,1,10,79.4,6144,122.41,133.67,304,79,41,1,0,38,1928,0.31380208333333304,N,Apple,iPhone3G,Gen6,iOS6,S5,16GB,N,Y,white,0.0164182710314226,0.20612906399999997,0,8,0.0263157894736842,NoPromo,N
964898,402,36,M,2,7,51.7,2048,105.85,111.18,720,52,36,1,0,34,1041,0.50830078125,N,Motorola,MotoG,Gen5,Gingerbread,S4,16GB,Y,Y,black,0.013973311683796001,0.6793432159999999,0,7,0.00972222222222222,NoPromo,N
790758,249,24,F,1,9,64.6,2048,87.25,98.16,547,72,31,1,0,38,347,0.16943359375,N,Apple,iPhone4,Gen3,iOS5,S3,16GB,Y,Y,gold,0.0242517876798285,0.630570968,0,11,0.020109689213893996,NoPromo,N
571829,402,43,M,2,10,82.7,4096,123.71,134.77,379,105,20,2,0,29,217,0.052978515625,N,Apple,iPhone5s,Gen2,iOS2,S4,8GB,Y,Y,red,0.0200744765767324,0.6793432159999999,0,9,0.0237467018469657,NoPromo,N
966692,502,48,F,0,12,45.4,6144,99.42,112.87,339,84,18,1,0,35,502,0.0817057291666667,N,Samsung,GalaxyS0,Gen1,JellyBean,S7,8GB,N,Y,black,0.00781079171918383,0.274056334,0,9,0.0265486725663717,NoPromo,N
744719,614,39,F,1,8,62.9,6144,71.16,79.97,625,89,35,2,0,23,552,0.08984375,Y,Samsung,GalaxyS4,Gen2,Froyo,S6,8GB,Y,Y,green,0.007734653643205559,0.669523864,0,9,0.0144,Promo,N
448818,812,62,M,0,7,58.6,4096,108.75,116.47,510,77,25,1,0,36,0,0.0,N,Apple,iPhone3G,Gen2,iOS6,S6,32GB,N,Y,black,0.0165963211889228,0.659160634,0,13,0.0254901960784314,NoPromo,N
271000,352,42,F,1,8,99.7,6144,136.9,147.76,667,34,51,1,1,28,726,0.1181640625,N,Motorola,RazrM,Gen1,KitKat,S4,8GB,Y,Y,silver,0.0211467951457411,0.504723331,0,15,0.0224887556221889,Promo,Y
247908,206,54,M,1,6,108.5,6144,84.46,92.37,549,55,29,1,0,20,0,0.0,Y,Samsung,GalaxyS0,Gen7,JellyBean,S3,16GB,N,N,gold,0.01335876037676,0.500946611,0,8,0.0145719489981785,NoPromo,N
60022,203,28,M,0,10,36.6,6144,98.79,112.99,522,51,33,3,0,25,1212,0.197265625,N,Apple,iPhone4s,Gen1,iOS4,S5,16GB,N,Y,gold,0.0190128190231931,0.47733741799999996,0,7,0.0134099616858238,NoPromo,N
212436,252,53,F,1,13,40.0,4096,94.94,108.08,482,58,29,1,0,21,782,0.19091796875,Y,Apple,iPhone3G,Gen4,iOS6,S5,8GB,N,Y,black,0.0173697702445157,0.465253994,0,11,0.0228215767634855,Promo,N
426780,857,41,F,1,6,61.2,4096,86.74,96.54,504,55,28,1,0,20,164,0.0400390625,Y,Motorola,DroidMaxx,Gen1,Honeycomb,S1,16GB,Y,Y,silver,0.0173346357010986,0.76732243,0,10,0.0198412698412698,NoPromo,N
150667,817,47,M,1,11,112.6,6144,130.58,142.06,337,56,20,3,0,29,461,0.0750325520833333,N,Motorola,RazrM,Gen3,KitKat,S5,16GB,N,Y,white,0.0210603480297907,0.45787048399999997,0,7,0.0207715133531157,NoPromo,N
131774,703,45,F,1,12,72.0,2048,131.56,141.08,397,68,22,1,0,26,735,0.35888671875,N,Motorola,DroidUltra,Gen7,IceCreamSandwich,S5,8GB,N,Y,green,0.017918598585037,0.504101766,0,11,0.0277078085642317,Promo,N
924759,574,38,M,2,7,50.2,4096,129.39,137.91,657,81,35,1,0,37,1392,0.33984375,N,Motorola,DroidUltra,Gen7,IceCreamSandwich,S7,64GB,Y,Y,white,0.018980661598616,0.57554101,0,12,0.0182648401826484,Promo,N
708877,414,42,F,1,13,74.3,4096,45.38,60.68,424,90,21,1,0,29,0,0.0,N,Samsung,Galaxy,Gen8,KitKat,S3,8GB,N,Y,red,0.0086855401060302,0.649688725,0,10,0.0235849056603774,NoPromo,N
988497,724,35,M,1,10,75.9,2048,82.21,99.85,383,23,19,1,0,42,1534,0.7490234375,N,Motorola,RazrM,Gen2,KitKat,S1,16GB,N,Y,white,0.0153945625046616,0.787542904,0,10,0.0261096605744125,NoPromo,N
586476,616,45,F,1,12,79.3,4096,158.73,156.4,332,84,20,1,0,26,1197,0.292236328125,N,Apple,iPhone3G,Gen3,iOS6,S3,8GB,Y,Y,black,0.0247260426620828,0.73313783,0,9,0.0271084337349398,Promo,N
785180,302,37,M,2,9,71.8,2048,81.77,83.48,566,93,28,1,0,28,843,0.41162109375,N,Apple,iPhone3G,Gen7,iOS6,S1,8GB,Y,Y,black,0.022399724046104002,0.736806298,0,10,0.0176678445229682,Promo,N
144227,216,40,M,3,9,94.1,6144,108.1,115.49,578,68,51,1,1,20,1567,0.25504557291666696,Y,Samsung,GalaxyS0,Gen6,JellyBean,S6,64GB,N,Y,green,0.00685816856184175,0.690990558,0,4,0.0069204152249135,NoPromo,N
18815,858,29,F,1,9,77.5,2048,142.58,152.56,516,58,27,2,0,33,549,0.26806640625,N,Motorola,RazrM,Gen1,KitKat,S4,16GB,N,Y,gold,0.0190432992003133,0.692288578,0,11,0.0213178294573643,NoPromo,N
514178,409,23,F,2,9,78.1,4096,70.83,84.02,421,49,22,1,0,21,615,0.150146484375,Y,Samsung,GalaxyS4,Gen1,Froyo,S4,8GB,N,Y,black,0.0108561449894041,0.592689247,0,7,0.0166270783847981,NoPromo,N
903174,613,49,M,2,7,73.8,4096,68.34,76.34,475,67,25,1,0,22,694,0.16943359375,Y,HTC,OneMini,Gen1,IceCreamSandwich,S3,32GB,Y,Y,white,0.0111182380357676,0.716983294,0,10,0.0210526315789474,NoPromo,N
275767,417,14,M,3,4,60.9,2048,28.03,35.19,516,60,29,1,0,32,866,0.4228515625,N,Samsung,GalaxyS3,Gen1,Gingerbread,S5,64GB,Y,Y,black,0.00995106648785101,0.20612906399999997,0,12,0.0232558139534884,NoPromo,N
747624,417,33,F,2,7,64.4,6144,80.93,84.9,568,60,31,1,0,20,1778,0.28938802083333304,Y,Samsung,Galaxy,Gen2,KitKat,S2,8GB,N,Y,silver,0.0110566190419185,0.20612906399999997,0,12,0.0211267605633803,NoPromo,N
219451,612,38,M,2,11,97.0,4096,67.05,72.95,494,52,30,1,0,18,1249,0.304931640625,Y,Samsung,GalaxyS2,Gen2,Honeycomb,S3,16GB,Y,Y,silver,0.00625249859621351,0.7603546409999999,0,11,0.0222672064777328,NoPromo,N
994314,464,50,M,0,5,86.9,2048,67.92,76.31,530,95,32,1,0,14,197,0.09619140625,Y,HTC,OneMini,Gen2,IceCreamSandwich,S7,8GB,Y,Y,silver,0.00929557419583601,0.622376493,0,13,0.0245283018867925,NoPromo,N
449255,516,34,F,0,9,66.9,6144,105.15,115.36,540,46,41,1,0,39,326,0.0530598958333333,N,Samsung,GalaxyS0,Gen2,JellyBean,S5,8GB,Y,Y,silver,0.00644219829676783,0.698716806,0,9,0.0166666666666667,NoPromo,N
299415,786,32,M,1,13,52.8,4096,101.23,110.16,582,113,29,1,0,26,127,0.031005859375,N,Apple,iPhone4,Gen6,iOS5,S5,64GB,Y,Y,green,0.0170505933529712,0.766499881,0,9,0.0154639175257732,NoPromo,N
220854,212,38,F,1,10,36.1,6144,153.96,163.46,625,54,36,1,0,18,1675,0.27262369791666696,Y,Samsung,Galaxy,Gen1,KitKat,S5,16GB,Y,Y,black,0.009493114465363441,0.316290503,0,9,0.0144,NoPromo,N
522688,603,34,M,0,12,94.2,6144,85.72,99.79,425,94,24,1,0,27,1096,0.178385416666667,N,Apple,iPhone4s,Gen1,iOS4,S2,16GB,N,Y,white,0.0231031534561165,0.6762420640000001,0,13,0.0305882352941176,NoPromo,Y
325162,464,29,F,1,8,80.5,6144,150.57,162.93,562,74,29,2,1,26,893,0.145345052083333,N,HTC,Desire500,Gen8,Bada,S1,32GB,N,Y,silver,0.01244544841456,0.622376493,0,10,0.0177935943060498,NoPromo,N
423491,812,25,M,2,10,51.2,4096,102.55,115.3,512,69,33,2,0,23,78,0.01904296875,Y,Motorola,RazrM,Gen5,KitKat,S5,8GB,Y,Y,white,0.0133152153702423,0.659160634,0,11,0.021484375,NoPromo,N
310786,612,64,F,0,8,72.2,2048,75.91,83.16,609,66,31,1,0,29,174,0.0849609375,N,Samsung,Galaxy,Gen6,KitKat,S5,16GB,Y,Y,green,0.00806049130995755,0.7603546409999999,0,9,0.0147783251231527,NoPromo,N
922493,727,39,F,2,9,80.7,2048,96.39,106.7,452,68,27,1,0,26,758,0.3701171875,N,Apple,iPhone5c,Gen3,iOS,S2,8GB,Y,Y,black,0.0288778070105602,0.76433369,0,11,0.0243362831858407,Promo,Y
629069,406,51,M,4,9,76.5,2048,101.67,117.75,369,42,19,1,0,18,699,0.34130859375,Y,Apple,iPhone4,Gen3,iOS5,S1,16GB,Y,Y,silver,0.0258141879745154,0.694879192,0,9,0.024390243902439,NoPromo,N
282245,627,46,F,1,7,79.5,2048,96.83,105.49,453,100,24,1,0,21,92,0.044921875,Y,HTC,Desire601,Gen8,Honeycomb,S2,8GB,N,Y,gold,0.0135492402269473,0.7022373940000001,0,8,0.0176600441501104,NoPromo,N
154573,574,54,M,0,9,43.0,2048,114.96,125.35,603,69,32,1,0,20,915,0.44677734375,Y,Samsung,Galaxy,Gen1,KitKat,S6,32GB,N,Y,black,0.00892944837845811,0.57554101,0,13,0.021558872305141003,Promo,N
275790,602,26,M,1,7,61.2,2048,126.45,145.8,433,79,21,1,0,0,1289,0.62939453125,Y,Apple,iPhone3G,Gen2,iOS6,S6,16GB,N,Y,silver,0.0178275779754799,0.83990507,0,12,0.0277136258660508,NoPromo,N
539142,627,36,F,1,12,98.9,4096,141.19,163.28,505,76,26,2,1,25,1012,0.2470703125,N,Apple,iPhone3G,Gen2,iOS6,S5,16GB,Y,Y,white,0.0175014469021911,0.7022373940000001,0,7,0.0138613861386139,NoPromo,N
192307,309,45,F,0,10,64.8,6144,62.49,69.82,341,77,18,1,0,31,1560,0.25390625,N,Apple,iPhone3G,Gen8,iOS6,S6,32GB,N,Y,black,0.018426402148598,0.494816793,1,14,0.0410557184750733,Promo,Y
356792,252,44,M,1,9,67.5,4096,44.94,57.52,534,51,29,1,0,36,264,0.064453125,N,Apple,iPhone4,Gen2,iOS5,S5,8GB,Y,Y,black,0.0161272376697629,0.465253994,0,10,0.0187265917602996,Promo,N
443050,802,52,F,2,9,77.2,6144,53.15,62.26,552,56,32,1,0,33,787,0.128092447916667,N,Motorola,DroidMini,Gen2,JellyBean,S3,64GB,N,Y,gold,0.0128794451585283,0.588356,0,13,0.0235507246376812,NoPromo,N
701987,848,31,F,2,10,93.2,6144,86.31,94.43,546,85,30,1,0,37,529,0.0861002604166667,N,Samsung,GalaxyS0,Gen1,JellyBean,S5,8GB,Y,Y,gold,0.00999513627028068,0.052555223,0,9,0.0164835164835165,NoPromo,N
990151,417,34,M,1,9,100.7,4096,114.93,126.92,398,68,20,1,0,26,1076,0.2626953125,N,Apple,iPhone3G,Gen1,iOS6,S5,16GB,Y,Y,silver,0.019907257388841,0.20612906399999997,0,11,0.0276381909547739,NoPromo,N
23613,203,53,F,1,13,65.4,6144,76.96,84.48,545,81,29,1,0,19,1308,0.212890625,Y,Motorola,MotoX,Gen7,Froyo,S3,32GB,Y,Y,silver,0.0167811169486187,0.47733741799999996,0,8,0.0146788990825688,NoPromo,N
922748,435,40,F,3,8,82.2,6144,31.72,38.24,440,74,64,2,0,31,0,0.0,N,Samsung,Galaxy,Gen2,KitKat,S5,32GB,Y,Y,white,0.00746202809309205,0.739349272,0,9,0.0204545454545455,NoPromo,N
268955,432,33,F,0,8,73.2,6144,80.62,86.27,530,66,32,1,0,26,0,0.0,N,Samsung,Galaxy,Gen5,KitKat,S2,16GB,Y,Y,green,0.010403651421978001,0.47899159700000005,0,11,0.0207547169811321,Promo,N
775181,414,36,M,1,9,81.7,2048,134.07,143.83,569,72,35,1,0,36,852,0.416015625,N,Apple,iPhone3G,Gen2,iOS6,S1,32GB,N,Y,green,0.0185226830038097,0.649688725,0,9,0.015817223198594,NoPromo,N
511560,705,38,F,0,5,115.1,4096,38.28,46.42,663,112,54,1,0,25,846,0.20654296875,N,Apple,iPhone5,Gen2,iOS3,S4,32GB,N,N,gold,0.0230458373327528,0.37397117799999996,0,9,0.0135746606334842,NoPromo,N
53973,434,45,F,0,8,49.4,6144,70.15,82.58,369,96,21,1,1,34,1739,0.28304036458333304,N,Apple,iPhone5s,Gen1,iOS2,S2,64GB,Y,Y,white,0.0232077329428031,0.44626490399999996,0,9,0.024390243902439,NoPromo,N
340217,405,65,M,0,10,110.3,4096,80.76,89.14,647,69,34,1,0,32,886,0.21630859375,N,Apple,iPhone4s,Gen1,iOS4,S1,8GB,Y,Y,gold,0.0218853032923,0.714351016,0,14,0.0216383307573416,NoPromo,N
555705,602,49,F,1,7,70.3,2048,83.83,98.46,518,28,31,1,0,37,0,0.0,N,Samsung,GalaxyS3,Gen1,Gingerbread,S4,32GB,Y,Y,white,0.0115124058328219,0.83990507,0,10,0.0193050193050193,NoPromo,N
3273,318,39,M,1,8,54.7,6144,72.02,78.59,605,107,38,2,0,34,1285,0.209147135416667,N,Motorola,RazrM,Gen6,KitKat,S2,16GB,N,Y,silver,0.0173785721129391,0.5244084920000001,0,8,0.0132231404958678,Promo,N
225921,252,46,F,1,10,84.5,2048,107.53,115.18,638,70,32,1,0,21,327,0.15966796875,Y,Apple,iPhone3G,Gen1,iOS6,S2,16GB,Y,Y,gold,0.0241941324196288,0.465253994,0,13,0.0203761755485893,Promo,N
853104,585,34,F,2,10,48.6,6144,121.74,129.92,474,61,24,1,0,32,1342,0.218424479166667,N,Apple,iPhone3G,Gen1,iOS6,S7,64GB,N,N,black,0.0244878024210479,0.72866274,0,7,0.0147679324894515,NoPromo,N
19320,602,47,F,1,12,105.0,6144,58.31,69.57,515,81,26,2,0,9,227,0.0369466145833333,Y,Apple,iPhone3G,Gen2,iOS6,S1,64GB,N,Y,gold,0.0200574544147922,0.83990507,0,8,0.0155339805825243,NoPromo,N
332431,203,31,M,1,11,92.8,2048,89.46,100.13,573,33,32,1,0,19,1500,0.732421875,Y,Motorola,RazrM,Gen3,KitKat,S4,64GB,Y,Y,white,0.0255858638030759,0.47733741799999996,0,10,0.0174520069808028,NoPromo,N
707635,419,67,F,2,10,20.3,2048,116.03,126.35,583,62,31,1,0,34,418,0.2041015625,N,Samsung,GalaxyS2,Gen8,Honeycomb,S6,8GB,N,Y,red,0.008083272337566859,0.82300172,0,13,0.0222984562607204,Promo,N
972121,503,29,F,4,8,57.5,2048,62.42,69.08,437,86,22,1,0,23,881,0.43017578125,Y,Apple,iPhone3G,Gen4,iOS6,S4,16GB,Y,Y,black,0.0192979871346378,0.723270874,0,9,0.0205949656750572,Promo,N
322961,606,48,M,2,8,76.4,6144,50.98,61.35,512,53,28,1,0,19,0,0.0,Y,Samsung,Galaxy,Gen1,KitKat,S1,8GB,N,Y,red,0.0110939200641016,0.280732339,0,13,0.025390625,Promo,N
659475,574,61,F,2,8,74.5,6144,115.62,126.47,466,53,29,1,0,33,919,0.149576822916667,N,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S3,16GB,Y,Y,gold,0.0100724271018887,0.57554101,0,7,0.0150214592274678,Promo,N
561299,282,34,M,1,11,66.9,4096,111.0,119.35,435,81,22,1,0,14,17,0.004150390625,Y,Samsung,Galaxy,Gen2,KitKat,S3,32GB,Y,Y,white,0.007521636171787609,0.637437199,0,12,0.0275862068965517,NoPromo,N
6979,609,36,F,2,8,97.0,4096,76.06,89.35,468,50,34,2,0,32,1172,0.2861328125,N,Apple,iPhone3G,Gen1,iOS6,S4,64GB,Y,Y,black,0.0231023101435466,0.677932753,0,9,0.0192307692307692,NoPromo,N
129145,618,42,M,0,8,47.5,2048,139.12,148.15,545,76,34,2,0,28,1155,0.56396484375,N,Samsung,GalaxyS2,Gen8,Honeycomb,S1,8GB,N,Y,gold,0.009538389179824379,0.713182599,0,8,0.0146788990825688,NoPromo,N
