custid,dropperc,mins,consecmonths,income,age,churn_Y,prob
924220,0.0114122681883024,701,35,54.0,29,0,0.17765866407874334
237981,0.0205992509363296,534,23,40.8,40,0,0.4129302537378462
279964,0.0134453781512605,595,35,38.2,37,0,0.3002281713924876
750370,0.0192307692307692,468,35,52.8,63,0,0.42169771902906694
775983,0.0120772946859903,414,27,76.3,25,0,0.30866132012006814
593508,0.0192307692307692,416,29,45.6,43,0,0.4332949289946669
543294,0.0218446601941748,412,26,87.3,35,0,0.4669537372318356
428481,0.0264900662251656,453,13,67.0,42,0,0.2799966953250069
329632,0.025390625,512,30,64.0,50,0,0.4795156983866266
961480,0.0147991543340381,473,29,102.5,43,0,0.45470703128026174
401337,0.007739938080495358,646,25,62.5,56,0,0.3033021509496136
907955,0.0278810408921933,538,27,79.8,37,1,0.5017543499783811
459520,0.0161001788908766,559,30,49.0,54,0,0.4341286208069199
536802,0.00603318250377074,663,22,63.0,26,0,0.28314793597297094
61715,0.0127591706539075,627,23,56.7,32,0,0.27536678340442283
369384,0.0254777070063694,314,18,110.3,36,0,0.27873693831623114
921936,0.0169753086419753,648,14,109.4,30,0,0.2657064092623088
346533,0.0169851380042463,471,26,59.0,36,0,0.44397369791937713
145673,0.014344262295082,488,26,25.0,50,0,0.43039424436177837
252477,0.0168539325842697,712,30,104.8,44,0,0.2963910560322054
138543,0.00935828877005348,748,31,59.7,29,0,0.18250836407462348
948968,0.0168269230769231,416,23,66.9,44,0,0.4012417576587214
741815,0.0338028169014084,355,28,103.9,36,0,0.5003294358665827
641604,0.0124804992199688,641,27,77.0,34,0,0.3123199004089046
980052,0.0207253886010363,386,32,93.1,41,0,0.4587673505070215
494639,0.017353579175705,461,28,83.0,61,0,0.43305060051422395
779709,0.0125874125874126,715,28,80.2,46,0,0.1829597321031619
69638,0.019047619047619,525,28,76.1,35,0,0.45267889591245164
661315,0.0135593220338983,590,38,76.5,31,0,0.31728665355177443
437134,0.0110864745011086,451,44,105.1,34,0,0.3154663263250304
850890,0.0247747747747748,444,14,62.2,47,0,0.2691969178975282
268038,0.0303030303030303,462,28,84.0,38,1,0.496341429640097
69580,0.0227272727272727,352,16,98.2,47,0,0.2636493546408231
256687,0.0267062314540059,337,27,71.8,37,0,0.4687920896855308
651257,0.0251572327044025,477,29,63.3,29,0,0.4812951793024862
876090,0.0201834862385321,545,22,59.6,24,0,0.42694366031131165
461520,0.0168350168350168,594,23,58.0,39,0,0.40877264916215
488734,0.0136986301369863,511,44,56.5,40,0,0.31003862267024396
487462,0.0125,800,27,74.3,27,0,0.1866788727350635
24679,0.0126582278481013,474,18,96.1,57,0,0.15483153795433538
652125,0.0323624595469256,309,34,51.7,39,0,0.4804015773221939
616584,0.0205949656750572,437,21,91.1,26,0,0.4277083559598038
993080,0.0148148148148148,540,29,113.0,36,0,0.46558205172511985
777111,0.020997375328083996,381,26,71.9,51,0,0.44622666819481765
220040,0.0173267326732673,404,24,27.2,46,0,0.422411140859247
127038,0.0130353817504655,537,30,89.2,38,0,0.3104131906113973
678526,0.0152380952380952,525,22,38.0,42,0,0.39855523433173545
796254,0.0146862483311081,749,16,48.0,43,0,0.14632194296155512
953334,0.0246153846153846,325,25,82.4,41,0,0.4598467842020087
211749,0.0201612903225806,496,34,64.8,38,0,0.46150186553081995
336954,0.0207100591715976,338,21,93.8,37,0,0.4087692377056676
366721,0.0217391304347826,552,21,77.6,40,0,0.4262419503387644
98464,0.0285087719298246,456,36,67.9,39,0,0.49871153021510395
651132,0.0149253731343284,536,25,104.2,45,0,0.4629646622292608
793632,0.0182291666666667,384,43,75.5,59,0,0.43320323818537326
268743,0.0246575342465753,365,25,56.9,30,0,0.4590961554732941
697087,0.0273972602739726,438,14,65.5,51,0,0.28791371770348306
603985,0.0228690228690229,481,23,59.0,57,0,0.42450161498128025
904529,0.0106157112526539,471,28,92.2,26,0,0.31106305197172496
812951,0.0206766917293233,532,23,81.1,45,0,0.4242202460320453
986967,0.0170132325141777,529,12,55.0,39,0,0.24864185691605126
311156,0.0134680134680135,594,21,78.7,43,0,0.2759702767797627
321615,0.0140845070422535,639,24,62.1,38,0,0.456313090617588
558248,0.0170357751277683,587,15,99.0,32,0,0.26344841328096374
312972,0.0217864923747277,459,25,85.8,45,0,0.4615429984266545
240918,0.0120300751879699,665,18,101.2,73,0,0.15834723423797795
986410,0.032258064516129,341,21,93.8,36,0,0.45070892919835276
5759,0.019438444924406002,463,26,73.8,40,0,0.4447199299536896
784996,0.0131332082551595,533,26,71.0,50,0,0.30413649394666376
119538,0.0190677966101695,472,21,80.7,39,0,0.4045003742275784
365367,0.0138169257340242,579,22,73.4,34,0,0.4422783414506413
67973,0.0195530726256983,358,39,87.9,43,0,0.4400564980257907
596911,0.0156521739130435,575,23,56.8,48,0,0.40205753140706224
844880,0.0111464968152866,628,16,40.4,30,0,0.15514711285893001
144753,0.018000000000000002,500,12,64.1,32,0,0.25683222382885806
584950,0.0211864406779661,472,21,83.6,58,0,0.4094498355057259
789901,0.0188235294117647,425,38,61.2,53,0,0.44255359388417326
734154,0.0305084745762712,295,42,59.5,42,0,0.48542508681655694
951068,0.0126262626262626,396,26,61.0,55,0,0.29487602121772194
441665,0.0251046025104603,478,21,69.9,32,0,0.44039123347853665
981757,0.015817223198594,569,31,80.6,41,0,0.45007295485732784
866491,0.0129032258064516,620,18,62.7,42,0,0.1580957746014782
820051,0.0304568527918782,394,35,74.8,61,0,0.478905833615221
628472,0.0448979591836735,245,26,97.3,37,1,0.5223060592128895
991644,0.0179372197309417,446,9,68.7,50,0,0.24732475091912834
469814,0.0160919540229885,435,14,63.9,41,0,0.2507391439818933
23948,0.0160142348754448,562,21,86.0,39,0,0.4097264993954439
971487,0.0151515151515152,660,24,63.6,32,0,0.457776009615099
983361,0.0272727272727273,330,19,92.9,33,0,0.45437707764557367
239665,0.0119760479041916,501,29,101.1,45,0,0.3104131906113973
877489,0.0195729537366548,562,35,57.3,38,0,0.44672261654805445
281151,0.0223463687150838,537,38,47.6,49,0,0.45658358028915225
532236,0.0175746924428823,569,30,23.6,25,0,0.4359535238927976
181613,0.0143884892086331,556,30,51.2,35,0,0.44840476989953704
742219,0.018018018018018004,555,29,68.2,42,0,0.44672261654805445
65614,0.013953488372093002,645,34,63.7,41,0,0.477198475789729
56081,0.0173410404624277,692,22,52.2,43,0,0.2500226465407821
613338,0.0136186770428016,514,30,47.3,30,0,0.30042212127895157
145127,0.0273348519362187,439,28,97.0,26,1,0.505320474051387
890474,0.0217391304347826,460,27,49.1,51,0,0.44552151952586233
862051,0.0170068027210884,588,31,50.9,57,0,0.43648851650082043
772738,0.0091324200913242,657,32,66.3,48,0,0.3085038005023003
38816,0.0141987829614604,493,29,76.5,35,0,0.45771356807452035
102288,0.0195694716242661,511,27,87.6,51,0,0.4483344730343459
323469,0.014827018121911001,607,29,66.5,47,0,0.4517872862983634
405507,0.0163636363636364,550,23,83.5,40,0,0.4097264993954439
860933,0.0302114803625378,331,36,72.2,41,1,0.4888092465281446
704077,0.0234234234234234,555,11,65.1,20,0,0.28209259609712767
414280,0.0157790927021696,507,23,59.6,49,0,0.40205753140706224
410214,0.0218978102189781,548,33,50.8,47,0,0.4508763585602377
784146,0.0138888888888889,576,28,67.8,57,0,0.4702533572291812
665937,0.0191637630662021,574,30,92.2,37,0,0.4528542608392914
772059,0.0203703703703704,540,31,45.5,33,0,0.4559590728768951
642173,0.0230125523012552,478,28,86.5,58,0,0.4640735998165427
909539,0.0348837209302326,344,24,70.9,43,1,0.4919903368373841
713403,0.0184873949579832,595,21,96.0,34,0,0.4173305572076968
674856,0.0245398773006135,489,29,67.4,24,0,0.4790548135941572
215336,0.0262096774193548,496,26,81.6,40,1,0.48745766413889885
379810,0.0353982300884956,226,29,58.0,52,0,0.48915299839825566
441938,0.0144404332129964,554,22,64.6,37,0,0.4135000673871384
818921,0.0114285714285714,350,13,60.9,33,0,0.14850733962464313
343202,0.0139442231075697,502,17,69.9,28,0,0.2789960729655359
353918,0.0162337662337662,616,6,109.1,49,0,0.2601290716876638
260252,0.0177865612648221,506,21,72.5,65,0,0.3983167265003195
558563,0.0185614849187935,431,13,83.9,44,0,0.2532925405658473
722856,0.016260162601626,492,25,74.1,37,0,0.4478896655617214
651736,0.0168970814132104,651,23,94.4,49,0,0.416289682876263
435996,0.0173310225303293,577,17,76.7,48,0,0.253935085077434
356323,0.0197628458498024,506,23,24.1,51,0,0.3913569866185832
905014,0.0238663484486874,419,25,38.2,36,0,0.4641450581784057
778716,0.00984528832630099,711,24,92.5,55,0,0.181911718115927
641667,0.0114754098360656,610,30,89.8,50,0,0.3085630992538078
278674,0.0201511335012594,397,11,77.8,40,0,0.2629971132157741
175267,0.0189035916824197,529,12,61.0,54,0,0.2513773917117478
101247,0.0295698924731183,372,33,64.8,42,0,0.47967557803317146
660841,0.0159574468085106,564,20,53.7,36,0,0.40108043846832747
886927,0.028125,320,39,57.9,53,0,0.48086591983290516
508502,0.017175572519083998,524,29,136.2,54,0,0.4512063711877733
714959,0.0224948875255624,489,19,60.9,36,0,0.430138487704827
680393,0.0199556541019956,451,25,61.8,22,0,0.4533276968985885
292311,0.0121951219512195,492,29,92.4,55,0,0.30464594012262436
60511,0.0140105078809107,571,36,69.8,35,0,0.46226065447360254
926482,0.0281954887218045,532,30,73.9,30,1,0.5043850722522868
917730,0.0237467018469657,379,10,59.5,33,0,0.26630356553134676
397671,0.0833333333333333,132,34,14.0,56,1,0.4944711349474808
864703,0.00852272727272727,704,21,68.6,37,0,0.15780012408824606
212252,0.0233545647558386,471,11,71.5,31,0,0.2776046955069922
973375,0.0191204588910134,523,30,46.4,29,0,0.4412118921074305
452468,0.0203327171903882,541,23,84.6,42,0,0.4242202460320453
125685,0.0210970464135021,474,28,87.3,33,0,0.4669537372318356
256308,0.0163636363636364,550,22,67.5,36,0,0.40899573626527375
179938,0.0167865707434053,417,27,97.8,57,0,0.44298546907450687
628041,0.0223880597014925,536,25,84.4,47,0,0.46238669517732645
837493,0.0164533820840951,547,10,49.0,39,0,0.24864185691605126
776399,0.0263929618768328,341,25,69.8,43,0,0.46542033837128083
928831,0.0227272727272727,484,27,58.5,38,0,0.4697014484138334
957609,0.017636684303351004,567,34,57.8,51,0,0.4422145652281731
573423,0.0186757215619694,589,18,78.5,31,0,0.2612748930860209
567615,0.0158273381294964,695,27,91.9,38,0,0.2939766956537311
822909,0.0106544901065449,657,37,97.7,48,0,0.3187938355187106
249152,0.0217864923747277,459,33,72.4,37,0,0.4615429984266545
818179,0.0147783251231527,609,29,63.7,46,0,0.456313090617588
957188,0.0163339382940109,551,26,58.1,54,0,0.4422145652281731
384906,0.022680412371134,485,27,39.2,44,0,0.461528770498253
691404,0.0229445506692161,523,10,85.2,31,0,0.28196762731662167
185427,0.0307692307692308,390,23,95.5,30,0,0.45511986632826323
607785,0.0223367697594502,582,28,86.5,50,0,0.46756894587673536
702863,0.0199004975124378,402,25,98.3,57,0,0.44661790867830947
803910,0.0132669983416252,603,19,59.4,49,0,0.27516351386484095
43152,0.017274472168906003,521,29,73.9,39,0,0.45007295485732784
223429,0.0120724346076459,497,30,34.6,31,0,0.29301051047617294
245543,0.0230125523012552,478,31,91.7,42,0,0.4758772157975401
639095,0.0189959294436906,737,10,74.9,38,0,0.14849181034998957
78965,0.0134907251264755,593,29,47.0,28,0,0.30244366349440954
238308,0.0176056338028169,568,17,81.3,38,0,0.2574095263391012
51215,0.0218818380743982,457,25,93.9,36,0,0.4669537372318356
549376,0.0234986945169713,383,48,81.5,34,0,0.47585573976469864
170209,0.021978021978022,364,22,87.0,56,0,0.4063581308298715
283384,0.030812324929972,357,34,62.3,20,0,0.4858396993772268
320134,0.0212765957446809,470,29,75.6,33,0,0.4641592972375574
117468,0.0126582278481013,632,25,63.0,39,0,0.30717394805611764
407878,0.023728813559322003,590,30,44.1,51,1,0.4647597927773458
387044,0.0259481037924152,501,32,60.3,34,1,0.4867025754783386
784897,0.0169491525423729,590,15,81.9,28,0,0.2612748930860209
618088,0.0197628458498024,506,30,64.2,45,0,0.4525758671014723
388709,0.0294117647058824,476,39,77.4,38,0,0.5020979358667009
651492,0.0167364016736402,478,18,73.5,49,0,0.2498549719418342
212657,0.0141093474426808,567,36,91.3,39,0,0.4658055655066232
715531,0.0194174757281553,515,19,53.3,49,0,0.40083570232391874
971780,0.0146103896103896,616,35,42.6,48,0,0.44366552997861874
438493,0.0199600798403194,501,30,57.8,40,0,0.4525758671014723
828118,0.036231884057971,276,21,47.2,49,0,0.4400493418399072
286083,0.0217785843920145,551,35,68.4,41,0,0.46355819891382
609597,0.0250521920668058,479,31,65.5,33,0,0.4798096241853516
724232,0.0160349854227405,686,34,61.1,42,0,0.2888605458226835
438191,0.0304054054054054,296,27,90.7,39,0,0.4858623344802267
886987,0.0242825607064018,453,25,91.5,63,0,0.4640735998165427
43115,0.0170542635658915,645,22,82.5,38,0,0.4120503372256094
54098,0.020746887966805,482,21,71.7,38,0,0.4209553988302856
623048,0.0244399185336049,491,20,67.1,44,0,0.4321127969979066
352124,0.0124777183600713,561,25,79.3,38,0,0.30801423306470166
861154,0.0182555780933063,493,42,24.9,47,0,0.4288992910949575
731721,0.0179948586118252,389,22,23.1,32,0,0.38212445780644205
444510,0.015220700152206999,657,27,90.5,47,0,0.4567822972296682
247048,0.0186335403726708,483,27,71.2,37,0,0.4447199299536896
386042,0.0197841726618705,556,31,61.8,34,0,0.4551843048669217
836505,0.0110759493670886,632,18,70.2,53,0,0.1574696291487773
853458,0.0167714884696017,477,29,48.4,62,0,0.42169771902906694
252875,0.0159817351598174,438,29,74.0,61,0,0.43305060051422395
104405,0.0286259541984733,524,26,53.1,38,0,0.4901575083039097
979530,0.0123711340206186,485,14,54.6,55,0,0.1474400515110285
45623,0.0185950413223141,484,35,95.9,45,0,0.44749507430634256
396641,0.0256959314775161,467,32,101.7,41,0,0.48485444590150484
224847,0.0273348519362187,439,31,89.8,43,0,0.4991491366457403
965506,0.0224215246636771,446,31,93.1,43,0,0.4643353364920687
653889,0.0372881355932203,295,30,92.2,39,0,0.5040140214526215
223232,0.0210325047801147,523,28,56.8,57,0,0.4590212044324754
115473,0.0238500851788756,587,34,70.1,30,1,0.4835005924725776
742734,0.008,750,32,33.6,40,0,0.17103162421567902
589287,0.0253807106598985,394,23,29.6,41,0,0.4155986605906339
454031,0.0126050420168067,476,13,75.0,43,0,0.15575324258825177
579850,0.0150068212824011,733,34,73.3,46,0,0.29165104007566467
215439,0.0149253731343284,603,34,28.9,53,0,0.43491698801446
530430,0.0247933884297521,363,27,40.9,39,0,0.4483469458854997
794553,0.0233463035019455,514,30,52.2,57,0,0.4623724635738919
468259,0.0202839756592292,493,35,50.3,49,0,0.4466470568680626
102735,0.00618556701030928,485,38,52.8,40,0,0.2985028173555024
912897,0.0328638497652582,426,23,54.0,31,0,0.45525292097318987
82649,0.03,400,31,86.7,26,1,0.5030846224894236
558347,0.019434628975265,566,25,48.7,45,0,0.4386190615689706
611321,0.0149253731343284,670,32,97.3,36,0,0.4711831013611338
731602,0.00679347826086957,736,19,54.3,48,0,0.15472265686005882
316184,0.0136157337367625,661,31,56.5,53,0,0.3085038005023003
958057,0.0133779264214047,598,30,96.0,22,0,0.317799734212833
182438,0.0295983086680761,473,21,30.1,30,0,0.4376407130752056
487979,0.0111731843575419,716,42,90.7,42,0,0.18813643660601695
775147,0.0177705977382876,619,22,70.4,28,0,0.41460210358846655
648140,0.0254041570438799,433,24,57.6,37,0,0.47866857484104847
782780,0.0189655172413793,580,25,50.4,45,0,0.4409843444614718
170535,0.01669449081803,599,30,56.2,24,0,0.45521158688889335
236955,0.0497925311203319,241,25,61.3,45,1,0.516121092998384
133303,0.0164835164835165,546,15,40.4,68,0,0.23989477962142491
805185,0.0170132325141777,529,36,60.5,28,0,0.4550288657082305
893009,0.0208333333333333,576,33,62.0,41,0,0.46355819891382
598863,0.00991735537190083,605,21,82.2,25,0,0.28093001212647667
81068,0.0184563758389262,596,25,61.2,37,0,0.4490966398653508
561544,0.0143472022955524,697,31,63.2,25,0,0.30003915261291086
486744,0.0303867403314917,362,36,50.0,41,0,0.4772250276670493
135491,0.0239234449760766,418,25,74.2,47,0,0.4685279791769932
988306,0.0178970917225951,447,33,76.4,35,0,0.44732008801583417
831193,0.025830258302582995,271,23,84.5,21,0,0.43412807846174944
758308,0.0236051502145923,466,26,71.9,50,0,0.4685279791769932
499283,0.0163934426229508,549,29,79.5,38,0,0.45007295485732784
795739,0.0158013544018059,443,11,44.7,32,0,0.24656863139360863
632388,0.0230496453900709,564,36,67.8,38,0,0.4808432394755679
330889,0.018705035971223,695,42,65.7,39,0,0.29361351647665684
59055,0.0185567010309278,485,28,32.5,58,0,0.4130607342094927
281014,0.0144927536231884,621,34,99.7,31,0,0.4650833529684732
69812,0.0275689223057644,399,23,91.5,34,0,0.45845987371398955
96115,0.017741935483871003,620,21,22.4,41,0,0.3923589899826629
136789,0.0318471337579618,314,36,97.4,41,0,0.49161593476074583
544297,0.008576329331046309,583,31,84.9,55,0,0.30617209149247815
990640,0.0285714285714286,420,17,63.0,60,0,0.28197858344828897
817521,0.0162162162162162,555,36,106.1,46,0,0.4614482273500046
659195,0.0118203309692671,423,13,58.9,42,0,0.15398035837971752
615532,0.00950118764845606,421,32,27.1,31,0,0.28854537472420144
827835,0.0123711340206186,485,27,39.4,58,0,0.2839704163272748
23127,0.0166320166320166,481,28,77.4,29,0,0.44732008801583417
203343,0.01953125,512,28,52.5,44,0,0.4386190615689706
537215,0.0184049079754601,652,26,61.7,35,0,0.457776009615099
371572,0.0116279069767442,602,36,59.8,44,0,0.3120960061505063
202394,0.0165016501650165,606,28,60.7,51,0,0.4445838820618378
112081,0.0126404494382022,712,29,78.3,54,0,0.18024627690699452
24880,0.0153417015341702,717,27,117.8,37,0,0.2963910560322054
411331,0.0326086956521739,460,34,73.6,43,1,0.5052800261222266
430756,0.0191489361702128,470,14,91.6,32,0,0.257429105276092
456188,0.0132450331125828,604,31,68.0,25,0,0.3124524676551091
615036,0.0137524557956778,509,24,70.0,26,0,0.3103937946178808
757757,0.020979020979021,429,23,83.3,41,0,0.4209553988302856
553158,0.0206422018348624,436,17,79.1,23,0,0.2695673931818693
716682,0.0181451612903226,496,34,52.9,44,0,0.4386190615689706
103046,0.0121739130434783,575,32,62.0,24,0,0.3103937946178808
6564,0.01953125,512,27,60.8,30,0,0.4493250088807832
718908,0.0233644859813084,428,33,46.4,63,0,0.4497756388086597
59470,0.0263929618768328,341,24,79.6,50,0,0.4642482013082303
677556,0.0363636363636364,275,26,27.8,34,0,0.47926701632539714
186607,0.0115131578947368,608,31,69.9,45,0,0.30717394805611764
323017,0.0187891440501044,479,28,65.0,46,0,0.441377457176576
884636,0.0143603133159269,766,28,61.7,48,0,0.29109845200507156
33657,0.0302267002518892,397,23,80.4,63,0,0.44134965124674774
410381,0.0217983651226158,367,21,70.3,46,0,0.4080542400307219
481210,0.0229007633587786,393,40,95.6,36,1,0.47865769447934836
894609,0.0213270142180095,422,24,55.1,46,0,0.4500360831022412
498631,0.0234604105571848,341,29,66.0,37,0,0.4564840832301605
968590,0.0157618213660245,571,28,74.8,40,0,0.45007295485732784
261225,0.0213903743315508,561,30,41.4,35,0,0.45801171489393544
669373,0.0169133192389006,473,19,38.0,39,0,0.4000207491652322
786355,0.0189125295508274,423,25,64.0,49,0,0.43688075358836775
383787,0.0122377622377622,572,26,61.3,52,0,0.30127734891104013
609886,0.0167785234899329,596,40,90.6,21,0,0.46708963927927255
392407,0.0238095238095238,462,16,97.5,44,0,0.27774665545713156
725075,0.0118043844856661,593,32,79.3,33,0,0.3123199004089046
323510,0.015817223198594,569,24,70.0,36,0,0.4493250088807832
196321,0.025,360,21,97.5,45,0,0.42936694564780764
494043,0.0157618213660245,571,36,39.4,51,0,0.439793634740666
730805,0.0113268608414239,618,24,48.4,34,0,0.30244366349440954
35007,0.0220588235294118,408,24,49.3,53,0,0.44552151952586233
189836,0.0146443514644351,478,18,35.8,34,0,0.24538313150488233
168105,0.0224719101123595,445,14,56.2,40,0,0.2637091193672807
564566,0.0225694444444444,576,26,52.8,37,0,0.4554006179766273
362621,0.0205831903945112,583,26,75.0,37,0,0.4672589320661078
292489,0.0183333333333333,600,29,88.7,58,0,0.4435091962680498
381200,0.026525198938992,377,17,60.5,23,0,0.27621191168707937
726555,0.0247252747252747,364,41,82.4,32,0,0.46819056159966277
646941,0.0263157894736842,304,38,79.4,53,0,0.46997981829573515
964898,0.00972222222222222,720,34,51.7,36,0,0.17765866407874334
790758,0.020109689213893996,547,38,64.6,24,0,0.4733788364919928
571829,0.0237467018469657,379,29,82.7,43,0,0.46223813385092294
966692,0.0265486725663717,339,35,45.4,48,0,0.4527305483047553
744719,0.0144,625,23,62.9,39,0,0.41583023028061294
448818,0.0254901960784314,510,36,58.6,62,0,0.4779925308658113
271000,0.0224887556221889,667,28,99.7,42,1,0.47822621928734893
247908,0.0145719489981785,549,20,108.5,54,0,0.41790223278704913
60022,0.0134099616858238,522,25,36.6,28,0,0.29301051047617294
212436,0.0228215767634855,482,21,40.0,53,0,0.41649771060163476
426780,0.0198412698412698,504,20,61.2,41,0,0.41217320770491317
150667,0.0207715133531157,337,29,112.6,47,0,0.44949373483303423
131774,0.0277078085642317,397,26,72.0,45,0,0.49410562416952597
924759,0.0182648401826484,657,37,50.2,38,0,0.45273084425617016
708877,0.0235849056603774,424,29,74.3,42,0,0.47307676793217596
988497,0.0261096605744125,383,42,75.9,35,0,0.48483293949838474
586476,0.0271084337349398,332,26,79.3,45,0,0.4687920896855308
785180,0.0176678445229682,566,28,71.8,37,0,0.45007295485732784
144227,0.0069204152249135,578,20,94.1,40,0,0.2782200046156241
18815,0.0213178294573643,516,33,77.5,29,0,0.46954844846320704
514178,0.0166270783847981,421,21,78.1,23,0,0.4104605196065083
903174,0.0210526315789474,475,22,73.8,49,0,0.41651162411119136
747624,0.0211267605633803,568,20,64.4,33,0,0.42550296479576866
219451,0.0222672064777328,494,18,97.0,38,0,0.2728223726234498
994314,0.0245283018867925,530,14,86.9,50,0,0.27842810334459045
449255,0.0166666666666667,540,39,66.9,34,0,0.4550288657082305
299415,0.0154639175257732,582,26,52.8,32,0,0.4435801090019523
220854,0.0144,625,18,36.1,38,0,0.24924174776439667
522688,0.0305882352941176,425,27,94.2,34,1,0.5017799558116088
325162,0.0177935943060498,562,26,80.5,29,0,0.45267889591245164
423491,0.021484375,512,23,51.2,25,0,0.42094214989587114
310786,0.0147783251231527,609,29,72.2,64,0,0.44793040070355716
922493,0.0243362831858407,452,26,80.7,39,1,0.47307676793217596
629069,0.024390243902439,369,18,76.5,51,0,0.2614747651494861
282245,0.0176600441501104,453,21,79.5,46,0,0.4045003742275784
154573,0.021558872305141003,603,20,43.0,54,0,0.4128368211633202
275790,0.0277136258660508,433,0,61.2,26,0,0.29679755583634976
539142,0.0138613861386139,505,25,98.9,36,0,0.4836134625331918
192307,0.0410557184750733,341,31,64.8,45,1,0.506973372272277
356792,0.0187265917602996,534,36,67.5,44,0,0.45242057900402033
443050,0.0235507246376812,552,33,77.2,52,0,0.4739229915540221
701987,0.0164835164835165,546,37,93.2,31,0,0.46117948801313197
990151,0.0276381909547739,398,26,100.7,34,0,0.4995439502036483
23613,0.0146788990825688,545,19,65.4,53,0,0.4158069288973138
922748,0.0204545454545455,440,31,82.2,40,0,0.45948794741935434
268955,0.0207547169811321,530,26,73.2,33,0,0.46954844846320704
775181,0.015817223198594,569,36,81.7,36,0,0.45838988771897987
511560,0.0135746606334842,663,25,115.1,38,0,0.3202801947307277
53973,0.024390243902439,369,34,49.4,45,0,0.4483469458854997
340217,0.0216383307573416,647,32,110.3,65,0,0.4632086460057433
555705,0.0193050193050193,518,37,70.3,49,0,0.45125354507605175
3273,0.0132231404958678,605,34,54.7,39,0,0.3002281713924876
225921,0.0203761755485893,638,21,84.5,46,0,0.42656688231527645
853104,0.0147679324894515,474,32,48.6,34,0,0.443055600819418
19320,0.0155339805825243,515,9,105.0,47,0,0.2582856366526982
332431,0.0174520069808028,573,19,92.8,31,0,0.42175335938720115
707635,0.0222984562607204,583,34,20.3,67,0,0.43728725828837517
972121,0.0205949656750572,437,23,57.5,29,0,0.4182049068304835
322961,0.025390625,512,19,76.4,48,0,0.44883084489068426
659475,0.0150214592274678,466,33,74.5,61,0,0.43305060051422395
561299,0.0275862068965517,435,14,66.9,34,0,0.29385017727740537
6979,0.0192307692307692,468,32,97.0,36,0,0.45009830582519356
129145,0.0146788990825688,545,28,47.5,42,0,0.4458033925885376
633860,0.0138888888888889,504,35,55.3,41,0,0.46662059328237143
33902,0.0197268588770865,659,21,80.5,29,0,0.42633491043615296
902880,0.0139949109414758,786,16,71.5,45,0,0.15221250882703868
797602,0.0283018867924528,424,33,64.6,40,1,0.49295540971294904
600363,0.0127877237851662,391,26,47.9,27,0,0.2941771070084556
714170,0.0190839694656489,524,28,66.8,35,0,0.4493250088807832
717993,0.0213464696223317,609,38,53.7,41,0,0.4635034534525197
328618,0.0136286201022147,587,47,101.2,39,0,0.3174399888400151
701515,0.0153061224489796,588,31,52.1,48,0,0.43648851650082043
987034,0.0235294117647059,340,34,90.1,47,0,0.45810199849712624
635201,0.0121457489878543,494,2,81.5,36,0,0.16003111821773697
609186,0.0264900662251656,453,31,65.7,50,0,0.47411439749078543
916088,0.0142045454545455,704,37,94.7,45,0,0.30491640157076944
795471,0.019047619047619,630,15,70.9,41,0,0.2592488939830887
496201,0.0223713646532438,447,14,109.1,46,0,0.27083365538478504
306532,0.0243362831858407,452,38,88.5,41,0,0.48162333825754233
193312,0.0195652173913043,460,16,81.0,70,0,0.24443508068256772
374602,0.0150375939849624,532,33,36.8,30,0,0.4324741219061471
204898,0.0128388017118402,701,16,75.4,52,0,0.085194054492389
220859,0.022271714922048998,449,35,95.9,52,0,0.45979725528352533
266351,0.0114942528735632,609,18,59.0,31,0,0.15950148769066907
260310,0.015695067264574,446,16,67.4,48,0,0.24732475091912834
160257,0.0172955974842767,636,24,74.4,39,0,0.4524502228430497
665785,0.0169491525423729,649,25,69.0,51,0,0.4445838820618378
620910,0.0130081300813008,615,31,77.2,45,0,0.3100642198993456
806408,0.0158102766798419,506,9,86.3,35,0,0.2615897721334213
146324,0.0187110187110187,481,25,82.8,22,0,0.4508240509395747
31369,0.0179775280898876,445,27,27.4,29,0,0.42716782199808373
5791,0.0326086956521739,368,40,79.3,31,0,0.5003770628577453
313582,0.0144694533762058,622,19,90.0,29,0,0.43122558130938327
976559,0.0158450704225352,568,34,51.6,51,0,0.4341286208069199
349296,0.0114942528735632,522,35,77.3,43,0,0.30801423306470166
989422,0.0209205020920502,478,28,85.0,37,0,0.4615429984266545
759281,0.0151515151515152,462,29,91.1,28,0,0.45009830582519356
6570,0.0192678227360308,519,27,71.2,27,0,0.4561901873629237
483418,0.0161001788908766,559,18,45.3,42,0,0.24864185691605126
424032,0.0141843971631206,564,42,71.0,48,0,0.45847581071051974
435198,0.0211267605633803,568,35,62.0,32,0,0.46617603116329126
124642,0.0223577235772358,492,33,70.2,48,0,0.4601936589631579
395413,0.0165094339622642,424,45,50.6,54,0,0.43446627890469347
412120,0.0164319248826291,426,35,94.5,65,0,0.4358100776578991
343796,0.0173611111111111,576,21,71.7,49,0,0.4053182883591422
822949,0.0148975791433892,537,35,81.4,37,0,0.45729207140369665
650777,0.0248306997742664,443,29,84.2,33,0,0.47570068670585175
714818,0.0236220472440945,381,35,34.4,62,0,0.43029824118398563
545740,0.0327455919395466,397,25,58.8,50,0,0.49509356058025555
526546,0.0171526586620926,583,31,59.9,30,0,0.45170157122436294
859781,0.01985559566787,554,33,70.0,48,0,0.44805658249829716
